review	length of text	sentiment
Unwatchable. You can't even make it past the first three minutes. And this is coming from a huge Adam Sandler fan!!1	116	negative
I loved this film!!! It was so easy to become a part of the characters lives and really feel the emotion they were going through.<br /><br />A film filled with laughs, sarcasm, shocks and upset just a fantastic romantic drama really!<br /><br />The only part i didn't enjoy was in the special features. The behind the scenes commentary was a little off putting. Because i'd seen the film before the extras i prefer thinking of the actors like the characters (silly i know) but the actors personality's are very different from the characters they play. But nevertheless its a totally fantastic, spectacular, brilliant film i recommend that anyone who looked at this film and thought hmmmmmmm should i buy it? answer must be a definite yes!	738	positive
*MINOR SPOILERS*<br /><br />Need any further proof that Tsai Ming-liang ranks among the most original and provocative filmmakers working anywhere today? See this film.<br /><br />Working from slight variations of a theme running through most of his work, THE HOLE represents a study in alienation and loneliness - in this case between a man and woman who are upstairs/downstairs neighbors - and how varied structures (real or psychological) of modernity wall people off from one another. Here, the woman (the downstairs neighbor) attempts to endure as her apartment is flooded by a prodigious leak from upstairs. A plumber attempts to locate the source of the problem, then disappears after creating a large hole in the floor. Already isolated and desperate (both characters are among the few residents of a housing project who haven't fled in advance of a mysterious, near-apocalyptic epidemic). The hole linking the two apartments functions first as yet another in a long line of indignities, but soon begins to take on a significance of near-mythic proportions.<br /><br />Tsai's sense of humor, and sense of cinematic history is displayed with a bit more overtness than usual - as the woman's occasional daydreams revolving around her upstairs neighbor are visualized as musical numbers (set to the music of Grace Chang) which explode from the screen in brief bits of sensualistic, surreal romance and humor - quite reminiscent of the big-screen PENNIES FROM HEAVEN. And for all of the ennui and alienation on display here, Tsai's skewering of late 90s pre-millennial tensions is funny, absurd, and gives this film a very appealing strageness. The final scene is extraordinary.<br /><br />Meanwhile Tsai - in typical fashion - subverts most of the usual expectations or preconceptions Westerners bring to Asian cinema with a nonchalant, casually-revealed directness, focusing on both the absurdist tendencies of the human mind, and the most absolute of mundanities. There's an utter, nonchalant demystification of almost everything about his characters, sidestepping backstory or most cultural signifiers (which does amplify the isolation of the characters), making THE HOLE - and his other films - rather disorienting, but also always fascinating and insightful.	2267	positive
"This movie was messed up. A sequel to ""John Carpenter's Vampires"", this didn't add up right. I'm not sure that I enjoyed this much. It was a little strange. Stick to the first ""Vampires"", it's a good movie. ""Vampires: Los Muetos"" wasn't a good attempt of a sequel.<br /><br />4/10"	280	negative
I thought that the love letter was a pretty good movie. There were certain things that could have made it better. But Kate Capshaw is absolutely beautiful, and she showed it in this movie. I wish that there could have been a few more revealing scenes of her, but it was still a very good movie. It was very fun to watch!	320	positive
Rowan Atkinson's creation Mr.Bean has stood the test of time and will be forever etched upon the memory of those who viewed it.<br /><br />Living alone and appearing not to have a job of any description Mr.Bean goes around doing day to day activities in a rather comedic fashion.The mistake prone Mr.Bean induces heartfelt laughter when put even in the most simplest situations.Though he barely spoke any coherent words his jovial actions more than made up for this.<br /><br />Even when driving in his beloved Mini Mr.Bean still manages to cause inadvertent chaos.Not very much is known about his background but his ability to draw tears of laughter from the audience at his funny shenanigans is well known.<br /><br />Before he found fame Nick Hancock can be seen in a couple of the episodes	793	positive
It's easy to see why many people consider In the Mood for Love to be Wong Kar-Wai's best film. The toned down appeal of the film, centering on the studied view of a relationship put through an emotional ringer, is a retread into Happy Together territory but without the hyper-kinetic patchwork of jarring film stocks and hyper-saturated sequences that have become a trademark of Kar-Wai's films since Chungking Express. Like Soderbergh's The Limey, this is a different kind of curio for Kar-Wai; where dialogue and plot are forsaken by mood and composition in order to create a tale of two delicate lives in a seemingly confining emotional stasis.<br /><br />It's a testament to the genius of Kar-Wai that he is capable to making such a simple tale so resonating. Chow Mo-Wan (Tony Leung) and Su Li-zhen (Maggie Cheung) move in next-door to each other within the same apartment building. He's a journalist who dreams of publishing martial-arts novels and she is a secretary at a shipping company. Their eventual coupling is obvious from the beginning but the pleasure here is the way that Kar-Wai ambiguously paints such a journey with his grand masterstrokes.<br /><br />The key to the success of the film is Kar-Wai's use of the interior space, playing with foreground and background planes in ways that are similar to the works of Polanski. During the wooingly sensuous first half of the film, Kar-Wai isolates Leung and Cheung within shots in such a way that the second person in a conversation is never visible. Kar-Wai is concerned with environment and space here, creating a cramped emotional dynamic between his characters. It's also telling that Kar-Wai never chooses to focus on the physicality of Mo-Wan and Li-zhen's spouses. Their faceless partners are noticeably absent from the film, as they are tending to their own love affairs with each other.<br /><br />This is not to suggest that In the Mood for Love is a confining experience because Kar-Wai manages to inundate his film with broad splashes of hypnotic camera movement and sound. There is one shot where Cheung's slow, sensual rise up a metaphorical stairway turns into Leung's descent down the very same stairwell; their movements perfectly compliment each other, bookending the shot and creating a sense of erotic duality between the two figures. Their souls have connected but they have yet to physically unite. The erotic displacement of these scenes is both fascinating and frustrating, as two star-crossed lovers reject physical consummation due to their humble fidelity.<br /><br />Other scenes in the film are punctuated with brief slow-motion shots of Cheung erotically moving through her interior surroundings, set to Mike Galasso's hauntingly beautiful score. Cheung's dresses beautifully compliment her exterior space as she moves slowly through her surroundings. Her movements slowly build up to what seems to be an inevitable fusion between Li-szhen and her dream lover even though the seduction process seems to be entirely sub-conscious.<br /><br />If I make it seem that these two characters are more like two birds unleashing pheromones on each other, it probably isn't that far-fetched of a statement. The tight bond these two characters have with their internal spaces is almost as intense as their relationship to the exteriors. The film rarely moves into an exterior space and when the camera does it is usually to peak through oval windows and symbolic bars that always remind us that these characters are like confined animals. Kar-Wai continues to tease us even when the lovers get close enough to touch, shattering the couple's proximity to each other by shooting them through mirrors or through gaps within articles of clothing located inside of a closet. Mother Nature even seems to respond to their love lust, often unleashing a soft crest of rain over the characters after their bodies have glided near each other.<br /><br />Kar-Wai's hauntingly atmospheric shots of a waterfall allowed Leung's Lai Yu-Fai to experience a cathartic release in Happy Together, even if Leslie Cheung's Ho Po-wing was not there to enjoy it with him. By that film's end, love was so inextricably bound to the act of war that a third man's muted declarations of love signaled Yu-Fai's realization that his dreams of seeing a waterfall would bring him inner peace, even if it would not bring him back his lover. Mo-Wan's journey terminates within the confines of a crumbling temple. His own emotional depletion is paralleled nicely with the political climate of his country, and the absence of Li-szhen is only made tolerable by the fact that Kar-Wai allows Mo-Wan to experience a release of sorts. Mo-Wan caters to an ancient myth and his secretive release into a crack in the temple leaves him capable of living his days with the hope that all his loss and heartache somehow served a higher purpose.	4881	positive
One of master director Alfred Hitchcock's finer films this is the story of an American and his family (James Stewart, Doris Day, and their young son) who are vacationing in north Africa. Stewart is a doctor and Day is a world famous singer. They meet a Frenchman who speaks the native language and helps them out of an incident on a local bus. Later one, the Frenchman whispers something into Stewart's ear after he is attacked and dying. The rest of the film is a puzzle as Stewart tries to save them and solve the mystery. The movie is steeped in mystery and strangeness from the exotic locale to the odd occurrences. You never really know what's going on in this film, why people are appearing, until the end and even then you're not sure. The final scene takes place in Albert Hall and is one of the most famous in film which lasts for 12 minutes with no dialog. Hitchcock had originally made this film in 1934.	915	positive
"Jeux d'enfants or how the film was wrongly translated into English Love me if You Dare is a film made by stupid people and about stupid people. I just don't know how I could expect something worth a look from a film with such plot: Two stupid ignorant kids make a bet that each of them will do something (certainly extremely idiotic) to prove to each other (wtf?) that they are ""cool dudes"". I know that i exaggerated some aspects but that is what the entire film is about. They grow older...and instead of realizing that they are just a couple of alienated weirdos continue to perform their crazy things, thinking that they are great people.<br /><br />One could expect such a film from Hollywood, but France? It is even more offensive to watch the film from the country which created Amelie a couple of years ago, which, btw, the film tries to look like but is far, extremely far away from.<br /><br />Avoid. Avoid. Avoid."	924	negative
When my 14-year-old daughter and her friends get together for movie night, there's one movie they insist on watching over and over again: You guessed it, K-911, the third installment in the highly successful K-9 franchise starring everybody's favorite TV dad, Jim Belushi.<br /><br />Folks, I knew it was possible to wear out a VHS tape, but a DVD?! This has been played so often that it's starting to skip; no joke! But of course you'll have that when you own a film so charming, so brilliant.<br /><br />Of course, we have to thank the one and only Tom Hanks for introducing us to the beloved Cop-Dog genre with Turner and Hooch; however, even that film doesn't measure up to the sheer excellence presented in all three K-9 movies.<br /><br />Some nay-sayers say Belushi ran out of steam with this third movie in the series. Poppycock, I say. While you might suspect that a third installment - direct-to-video, at that - may not seem like something worth watching, you'd prove yourself wrong after watching this quality movie.<br /><br />I won't give away the plot, but I will say that Belushi and his panting partner give their best performance yet - one that will have you HOWLING with laughter! It's a shame John Belushi isn't alive to see what great strides his brother has made in the acting world.<br /><br />I highly recommend your teenage daughter introduces this film to her BFFs at her next slumber party. Don't forget the puppy chow!	1446	positive
"If you're the kind of movie-goer who enjoys original content and intelligent suspense...then look elsewhere, kids, cause Sleepwalkers really sucks. Usually I'm more eloquent than that, but...wow...this was bad. I especially love it when Charles offers Tanya a ride home, she declines, and then he is seen WALKING HOME. Where's his car?? Anyway, just don't see it, folks. I really want to be more specific, but words escape me. Cats jumping on people. A guy getting stabbed by corn. Cheesey lines up the proverbial ""wazoo"". Just don't see it. Wait, I take that back! See it for writer Stephen King's cameo as the guy who owns the graveyard. He's actually pretty good. Even with guest appearances by Mark Hamill and Ron Perlman, King gives the best performance of the film. But, other than that...wow...BAD."	805	negative
Elvis has left the building and he's lucky because he didn't have to watch this unfunny stinker. Scene after scene director Joel Zwick finds ways to make an unfunny script even less amusing. Filled with unfunny deaths, trite gay characteratures, and hack jokes, this film is more desperate than amusing. This is the sort of film that makes one hope Kim Basinger follows Doris Day into premature retirement. Let us remember her the way she was (talented) and not what she's become. David Leisure, the delicious Dennis Richards and the rest are all wasted talents here. Zwick finds a way to minimize their talents at every turn. The guy playing Elvis sounds more like Gomer than the King.The only really good bit of casting is the young girl who plays Basinger as a preteen. She really looks like her and is actually pretty good. The only other reason to watch this film at all is to look for the Tom Hanks cameo. The cameo isn't all that funny, but at least its not painful. One has to wonder if Zwick has incriminating pictures of Hanks or something that would make him do this movie.	1084	negative
Personally, while I'm able to appreciate really good movies, I also have a strange ability to somewhat enjoy even the most crappiest of crap. You know, those times when you just want to sit there and watch some horrible cookie-cutter action movie to kill time. This is the only movie that I can remember actually shutting off in the middle, and I have absolutely NO intention of going back to finish it. The plot was so contrived and predictable, I was calling out what the next scene would be easily (and I'm usually not very good at this). The actors were horrible, I've seen better acting in middle school plays. Even the scene cuts were bad, the flow was all wrong.<br /><br />This movie is like a parody that forgot the funny.	731	negative
"I was sick one day and was skimming channels and I came upon this terribly rank movie. The plot and even the subplots (if you can find one) have been done to extinction. BUT, as bad as the story was, I reserve a special comment for Liza Minelli. Her character was absolutely one of the most annoying characters I have ever has the misfortune of seeing on film. Her only two competitors in this category are John Leguziamo in ""The Pest"" and Julia Stiles in anything she's done (or half-done). Maybe she performed exactly as the script suggested or maybe (groan!) that is the limit she has to her acting range. Either way, they should have had a rewrite and killed her off in the first 30 seconds of the film (eg. Like the girl that fell off the balcony in Lethal Weapon (I) (but at least she had nice breasts))<br /><br />Most Humbly Submitted...Douglas Neidermeyer"	864	negative
"I hope the viewer who regards 'Dream Machine' as one of Corey Haim's finest and the ""best movies of the century"" was kidding. Undetected sarcasm on my part? I sincerely hope so.<br /><br />'The Dream Machine' marks the first of a long line of mediocre capers that would plague the rest of Corey Haim's career (except 'Prayer of the Rollerboys' which was surprisingly decent). Here, Haim plays nonchalant college boy, Bernie, who supposes that a cool car will attract his dream girl's attention. Lucky for Bernie, a rich woman aiming to get back at her cheating husband, hastily decides to reward her faithful piano tuner--Bernie--with a gift: a slick Porsche Turbo. However, unbeknownst to the woman, and unfortunate for Bernie, is that her dead husband was murdered and his body was hidden in the trunk. Now, being that in this movie, bodies don't seem to decay or possess a rather foul funk, Bernie is unaware of this. In fact, the oblivious boy has no idea that something suspicious is afoot despite several odd circumstances that arise. In particular, a grizzly man follows him around, desperate to get hold of that body relatively undetected.<br /><br />This is a low-grade action fizzle as many of Haim's films like this are (see The Double O Kid). Despite being part action, part romantic comedy, this movie fails to offer the viewer much of anything of interest for at least the first forty-five minutes in which the filmmakers take more than enough time to show the immediate problem (i.e. Bernie being in possession of a car and a dead body, and a hit-man finding out that the Porsche is going to be hard to find). After which, and thanks to poor acting by Haim (I loved this kid, too, but it's not exactly sacrilegious to admit the times when he obviously couldn't act well) and the lack of real immediacy and emergency between Bernie and the villain that makes much of the events unconvincing and as a result, inappreciable. To add injury to insult, the soundtrack was unbelievably laughable and sounded more like self-evident songs you would hear in Team America (see the 'date' montage).<br /><br />Loyal Corey Haim fans, however, should not be disappointed to see their boy in abundance. However, others understanding that Haim's career probably peaked when he was 14 or 15 and never recovered, might expect mediocrity, as will viewers just looking for early 90s b-comedy fluff to pass the time."	2410	negative
Surprisingly well done for an independent film, An Insomniac's Nightmare paints a startling picture of what it would be like to suffer from insomnia. Wonderfully well written, and directed, it creates the atmosphere of a dream as the viewer is taken through one night in the life of an insomniac.<br /><br />Starring Dominic Monaghan as Jack, we get to see everything he sees as the long hours of a lonely night drag on. The narration is almost hypnotizing, and from the opening lines, it is impossible to turn away. Fascinating and slightly disturbing, it shows how someone copes with a lack of sleep, balancing on the brink between sanity and madness.<br /><br />With twists and turns around every corner, An Insomniac's Nightmare is provocative and engaging. It comes very highly recommended.	795	positive
This is standard fare from a director who as long been amongst my favourites.<br /><br />Even though its very flat in comparison to a lot of his other work but its Argento and this may be biased but I'm gonna be giving it a good review anyway.<br /><br />It does contain a lot of good ideas. The subtle voyeuristic element. The needles under the eyes. The gory and disturbing deaths. And the Argento cliché flashback.<br /><br />Downsides include the heavy metal soundtrack, acting and the ending.<br /><br />All the film is made worth it for the birds in the theatre sequence near the end.<br /><br />A fairly good film from Argento but he as done better. A lot better!	671	positive
"This film is definitely a product of its times and seen in any other context, it is an incredibly stupid movie. Heck, even seen in its proper context, it's pretty bad!! Mostly, this is due to a silly plot and very self-indulgent direction by the famed Italian director, Michelangelo Antonioni. In this case, he tried to meld a very artsy style film with an anti-establishment hippie film and only succeeded in producing a bomb of gargantuan proportions.<br /><br />The film begins with a rap session where a lot of ""with it"" students sit around saying such platitudes as ""power to the people"" and complaining about ""the man"". Considering most of these hippies have parents sending them to college, it seemed a bit silly for these privileged kids to be complaining so loudly and shouting revolutionary jargon. A bit later, violence between the students and the ""establishment pigs"" breaks out and a cop is killed. Our ""hero"", Mark, may or may not have done it, but he is forced to run to avoid prosecution. Instead of heading to Mexico or Canada, he does what only a total moron would do--steals an airplane and flies it to the Mojave Desert! There, he meets a happen' chick and they then sit around philosophizing for hours. Then, they have sex in one of the weirder sex scenes in cinema history. As they gyrate about in the dust, suddenly other couples appear from no where and there is a huge orgy scene. While you see a bit of skin (warranting an R-rating), it's not as explicit as it could have been. In fact, it lasts so long and seems so choreographed that it just boggles the mind. And of course, when they are finished, the many, many other couples vanish into thin air.<br /><br />Oddly, later the couple paint the plane with some help and it looks a lot like a Peter Max creation. Despite improving the look of the plane, the evil cops respond to his returning the plane by shooting the nice revolutionary. When the girl finds out, she goes into a semi-catatonic state and the movie ends with her seemingly imagining the destruction of her own fascist pig parents and all the evil that they stand for (such as hard work and responsibility). Instead of one simple explosion, you see the same enormous house explode about 8 times. Then, inexplicably, you see TVs, refrigerators and other things explode in slow motion. While dumb, it is rather cool to watch--sort of like when David Letterman blows things up or smashes things on his show.<br /><br />Aside from a dopey plot, the film suffers from a strong need for a single likable character as well as extensive editing. At least 15 minutes could easily be removed to speed things up a bit--especially since there really isn't all that much plot or dialog. The bottom line is that this is an incredibly dumb film and I was not surprised to see it listed in ""The Fifty Worst Films"" book by Harry Medved. It's a well deserved addition to this pantheon of crap. For such a famed director to spend so much money to produce such a craptastic film is a crime!<br /><br />Two final observations. If you like laughing at silly hippie movies, also try watching THE TRIAL OF BILLY JACK. Also, in a case of art imitating life, the lead, Mark Frechette, acted out his character in real life. He died at age 27 in prison a few years after participating in an act of ""revolution"" in which he and some friends robbed a bank and killed an innocent person. Dang hippies!!"	3414	negative
I have seen several Yul Brynner films--yet this is his best performance as the camera captures his emotions in close up as he snarls, smiles, and laughs. Brynner might have been equally arresting in Ten Commandments, Taras Bulba, The Magnificent Seven, The Brother Karamazov and the Mad Woman of Chaillot but none of these films have captured his range of talent in close ups as in this one. He is arresting and tantalizing to watch in every shot.<br /><br />Equally fascinating and sexy, without removing her clothes, is Deborah Kerr. The script allows her to exude a sensuality that is not visual but suggestive--she reprised this sort of role years later in The Night of Iguana. The film does not suggest that she slept with anyone to help with the release of the group from the clutches of the Russians in fact she is shown as running away from the Russian Major (in contrast to the Maupassant story or the Isak Denisen story). Yet the film bursts with suggested but real physical allure of the Kerr character.<br /><br />Kerr can never be classified as a beautiful actress in my view, but she is a superb actress. She puts her soul into dignifying the characters that she portrays, which often clashes with the spirit of the character. It is this contradiction that makes her roles in The journey, Quo Vadis, and The Night of Iguana memorable.<br /><br />Why is this an unusual film? It is not easy in Hollywood to see Russian characters portrayed as good people--Dr Zhivago was an exception. Brynner's Romance of a Horse Thief was again great cinema by Abraham Polonsky but never acknowledged as such because of the intolerance towards Leftists in the post-McCarthy era.<br /><br />The film is also unusual in its casting--great French actors Gerard Oury and Anouk Aimee--rub shoulders with Jason Robards Jr and British actor Robert Morley. In many ways the film is international than American. All four are great actors and add to the entertainment.<br /><br />Those who have read Maupassant and Denisen's works will find the film is not true to either work. Yet the film can stand on its own as its sanitized (censored?) version has a dignified charm of its own--provided by the reality of the night that led to the release of the group. I think Litvak deserves to have the last laugh in providing an interesting and plausible twist to the tales that led to the making of the film, while entwining bits of both written tales (e.g. the last bus ride and the final kiss)<br /><br />But I do have one grouse--why do Hollywood never acknowledge the sources that inspire the stories? Only recently (e.g., Insomnia) have the original works begun to be mentioned prominently in the credits.	2691	positive
"I don't know about the English version of this movie, but the Norwegian translation is the funniest movie I've seen in many years. The characters say so many funny things and make so many weird references to current events that I'm amazed they kept having more options, like the architect who can never say the name of the wizard Miraculix correctly. It becomes things like Malcom(i)X and ""utenriks"", which is Norwegian for foreign affairs.<br /><br />Like the word ""utenriks"", many of the translations does not give any meaning in English, and probably not in French either, so the translators must have made up their own jokes, and done so very well. Of course, they have a very good base to build on, with a film that's simply comical from beginning to end!<br /><br />Recommended in all languages with a good translation!"	825	positive
I originally watched this because I thought it was going to be the sequel to the League of EXTRAORDINARY Gentlemen and this movie is a whole different thing entirely going on here-a comedy! However, I loved it anyways! <br /><br />The League of Gentlemen is apparently some British TV series with some rather odd characters and some sharp humour. This is British comedy so it revolves around being very silly, dressing up in costumes and making lots of fun of Germans and french, homosexual references- in short it's very very funny!<br /><br />THe plot revolves around the writers of the TV show deciding to cancel some of the characters and the characters coming out of their dimension into the writer's dimension to stop that from happening. It's a fun twist and there's plenty of great scenes in this idiotic adventure. I laughed out loud numerous times and applauded the brazen style of humour. This makes Mr Bean look like the watered down wimp he is.(Rowan is much better in Black Adder series btw)<br /><br />This is not Monty Python, but you can never escape the comparison when you are talking British humour, and there are a few similarities but not so many as to keep it from being it's own thing and being fresh. It leans more towards the young ones and Guest House Paradiso in its' comedic style.<br /><br />If you liked this, check out The Young Ones series and Guest House Paradiso movie, and of course, I assume the TV series League of Gentlemen must be rather funny as well.	1492	positive
This was so lame that I turned the DVD off...maybe halfway through. It was so weak, I couldn't even pay full enough attention to tell you how far in I made it.Though I really wanted to believe that the depiction of the young Carlito would be somewhat different, I just couldn't buy it. I don't really blame the actors, because I think it was the script that may have fallen flat. I did find myself laughing a few times, but I don't think those lines were intended to be funny.<br /><br />It's only saving grace is that I bought it in a 2 DVD set and I would have paid the price I did for the original alone. This is one of those cases when they should have let the classic stand alone.	685	negative
"As Anthony Bourdain said... ""I wanted to stick my head in a bucket of lye, pull my eyeballs out and jump off a cliff."" This summarizes my feelings about this pathetic waste of human effort. Artless, self- indulgent, thoughtless, and just bad. Bad beyond comprehension. What else can I say? If you are unfortunate enough to be in an area where this piece of idiotic trash is playing, please, please have mercy on soul and avoid at all costs."	440	negative
The lament and almost unbearable melancholy of Amalia Rodriques' music goes to a place in the soul that only music can stir. In her voice and magical presence, lies the exquisite agony of the Fado, an art form of which I was unaware until seeing this film.<br /><br />For me, the success of this beautifully and lovingly crafted documentary lies in the fact that the filmmaker resists the temptation to editorialize and simply allows us to share in the magnetism and elegant passion of this icon. There seems to be an inevitable corrolation between the Portuguese Fado and American Blues.<br /><br />Documentary filmmaking at its best, transports us to a previously unknown reality. and having been allowed this glimpse, we are transformed.<br /><br />Abrigado, Sr.de Almeida	775	positive
I couldn't help but feel that this could have been a bigger movie than it was. The screenplay is highly intelligent and it just seemed that it could have been opened up in a way more reminiscent of Seven. Not by changing the story - I think mainly through the cinematography. The cinematography was the only thing that I found to be holding back the film. On the other hand, the pacing was absolutely on point. Whoever worked on the editing really did their job well. And I thought Bill Paxton did a great job of directing. Now away from the technical stuff...<br /><br />This movie threw me for a loop. SPOILER AHEAD!!!! All along, I really felt that Bill Paxton was crazy and then when Adam finally took the FBI agent to the Rose Garden to show him where the bodies were buried and revealed who he was, I got thrown for a loop. I had suspected the first part of the twist but what really threw me was when he touches the agent and sees the agent murder his mother and the fact that the agent too (without any words spoken, simply by touch) sees it again with Adam and asks him how he knew. My dilemma was not that it was yet another twist thrown in but the almost ungraspable idea that this man and his father were not crazy but actually picked out 'bad guys' so to speak, knowing their sins and crimes already. I don't endorse an eye for an eye so I didn't leave the film being able to believe that they were doing God's work. Instead I chose to believe that they were both clairvoyant and that the father had gone off the deep end one day from it and through the things that he subjected his sons to, disturbed them permanently also. That was my interpretation but the vexing thing about the film was it's like a house of cards and a never-ending circle and what is the correct interpretation of the disturbing events you've sat through. It's definitely one of those movies where I'd love to be able to meet the writer so I could just ask him what the real meaning was to it all. Were they crazy and psychotic? Were they simply telepathic and took license because of it? Or did they have some sort of appearance from God? And if so, was it God or the Devil disguising himself as God. My friends and I found ourselves talking about it all night trying to figure out what was what and what the filmmakers had thought was the answer when they made this movie.<br /><br />A definitely perplexing and thought invoking film with some very disturbing but certainly not sensationalistic elements to it. It's not a perfect film, but it definitely is it's own thing. Great directorial work and acting by Bill Paxton and the child that played Fenton was extremely good. I hope he doesn't end up relegated to the child actor syndrome as he seems to have a lot of promise. I gave this movie a good vote for the majority of the components that make a film, but I would have voted higher if wasn't for the feeling that something (although I can't pinpoint what) was off and if it hadn't have been, the movie would have gone to an even higher level. Still, a definite recommend, especially for those that are inquisitive.	3109	positive
"Well, they say nymphomania leaves you unsatisfied. I don't know if Stella James (Sean Young) qualifies as a clinical nymphomaniac, but she certainly is in to sexual relations with men. She's still exploring, trying to find ""more data"" so she can see what she wants from life and the men in it, though it seems like at her age she should have a pretty good idea by now. (I can't agree, however, with anyone who says Young is too old for the role. If she is, we should all age so nicely.) For the most part this film left me cold, though it's by no means the worst of its type you'll ever see. And unlike the recent 'Eyes Wide Shut,' at least something happens in this one."	671	negative
I bought this while I was playing chess in Hastings. I am from Denmark though. It is very good. Definitely with an understanding of the horror genre. The monster towards the end is very scary. People who criticise this on IMDB should recall that it was a huge succes among serious horror critics.<br /><br />	308	positive
I don't care what anyone says, this movie was crap. The only thing it had going for it was camera work which was very well done. As for the dialogue I have heard so many people talk about...it sucked too. Yes it was honest and true to life, but so what, I can hear anyone talk like that on the street, or in a fast food joint. What made the dialogue good in movies like Pulp Fiction, and Gosford Park was the fact that it is WRITTEN dialogue, that takes time to think through. Another thing was that the director should not have put himself in the picture. I believe that the male character could have been a lot stronger, but instead it seemed weak. In fact the movie seemed to revolve around the male character, and then he completely disappears in the last twenty minutes. The girl in the film I found completely repulsive, not in appearance, but in her needy needy ways. Saying she is in love with a guy, and actually getting jealous of him the next day, what a crock of crap. Final thing: the sound was terrible, and I hope it was only something that plagued my theater instead of actually being on the final cut of the film. There was a constant buzzing sound during several scenes and it was actually taking away from the talking going on. The one good thing again was Blood's job as the DP, but the actress that played the main guy's ex girlfriend did a very good job as well. These two things couldn't save an ultimately terrible movie, which I refuse to call a film.<br /><br /> 2/10	1493	negative
"Are you familiar with concept of children's artwork? While it is not the greatest Picasso any three-year-old has ever accomplished with their fingers, you encourage them to do more. If painting is what makes them happy, there should be no reason a parent should hold that back on a child. Typically, if a child loves to paint or draw, you will immediately see the groundwork of their future style. You will begin to see their true form in these very primitive doodles. Well, this concept of children's artwork is how I felt about Fuqua's depressingly cheap and uncreative film Bait. While on all accounts it was a horrid film, it was impressive to see Fuqua's style begin emerging through even the messiest of moments. If you have seen either Training Day or King Arthur, you will be impressed with the birth of this director in his second film Bait. While Foxx gives a horrid, unchained performance, there are certain scenes, which define Fuqua and demonstrate his brilliance behind the camera. Sadly it only emerged in the final thirty minutes of the film, but if you focus just on those scenes, you will see why Fuqua's name appears on so many ""Best Of"" film lists.<br /><br />I will never disagree with someone that Fuqua's eye behind the camera is refreshing and unique. His ability to place a camera in the strangest of places to convey the simplest of emotions is shocking. I am surprised that more of Hollywood hasn't jumped aboard this bandwagon. Even in the silly feature Bait, you are witness to Fuqua's greatness. Two scenes that come directly to mind are the explosion scene near the middle of the film and the horse scene close to the end. In both of these scenes I saw the director Fuqua at work. Alas, in the rest of this film, all I saw was a combination of nearly every action film created. The likable hero down on his luck that suddenly finds his life turned around by some unknown force is a classic structure that just needs to die in Hollywood. We have seen this two often, and no matter who you are (unless you are Charlie Kaufmann), you cannot recreate the wheel. It is just impossible with this genre, and it is proved with Bait. I was annoyed with Fuqua for just sitting back and allowing this to happen, which could explain why it took me three viewings to finish this film. I was just tired of the structure, and while I hoped that Fuqua would redefine it, he did not.<br /><br />Then, there was the acting. While Jamie Foxx has never impressed me as an actor, I was willing to give this helmed vehicle a try. I wanted to see if he could pull off another dramatic role similar to Collateral. I was under the impression that perhaps this was the film chosen to show producers that Foxx could handle the role in Collateral. Again, I was disappointed. Foxx was annoying. Not in the sense that it was the way that his character was to be, but in the sense that it felt as if neither Fuqua nor Foxx took the time to fully train Foxx on what should be ad-libed and what should be used to further the plot. Instead, we are downtrodden with scene over scene of Foxx just trying to make the audience laugh. Adding second long quips and culture statements just to keep his audience understanding that he was a comedian first, an actor second. Fuqua should have stopped this immediately. Foxx's jokes destroyed his character, which in turn left me with nothing solid to grasp ahold of. Instead of character development, he would crack a joke. Neither style worked, no joke was funny. The rest of the cast was average. By this I mean I have seen them all in similar roles. They were brining nothing new to the table, nothing solid to the story, and nothing substantial to the overall themes of the film. They were pawns filling in dead air space. Fuqua had no control over this mess, and the final verdict only supports that accusation.<br /><br />Overall, this was a sad film. With no creativity in sight and unmanaged actors just trying to upstage themselves, what originally started as a decent story eventually sunk faster into the cinematic quicksand. Foxx was annoying, without character lines, and a complete bag of cheese. In each scene I saw no emotion, and when emotion was needed to convey a message, he chose to take his shirt off rather than tackle the issues. Are my words harsh? I don't think so. When you watch any movie you want to see some creativity, some edible characters, and themes that seem to hit close to home. Bait contained none of these. While I will give Fuqua some credit for two of the scenes in this film, the remaining five hundred were disastrous. Apparently, I took the bait when renting this film, but now having seen it, hopefully I can stop others from taking that curious nibble.<br /><br />Grade: ** out of ***** (for his two scenes that were fun to watch)"	4816	negative
"I hate this programme: not only is the very concept ludicrous, but it tries so hard to be feasible (something that was left out of similar ""I confess"" ending programmes like, Muder: She Wrote).<br /><br />Sigh. Why is it that the writers can't ever be intelligent enough in this programme to come up with evidence that would stick and win a decision in court?<br /><br />Come on: after X-amount of years of the cases being unsolved, why must EVERY SUSPECT, EVERY EPISODE *CONFESS* (damn it!) to a murder which would otherwise go unsolved?<br /><br />I bet all police wish that criminals were this good sportsmen: ""Aw, shucks, officer, you're a bright one - I guess if you've uncovered enough to convince yourself I did it, I may as well admit to it and make it easier for you in court. What can I say? It's a fair cop.""<br /><br />Absolute dog s**t and an insult to those of us with with enough brains to even have heard of I.Q."	928	negative
